participantId,assists,champLevel,combatPlayerScore,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,championId,highestAchievedSeasonTier,spell1Id,spell2Id,win,teamId,creepsPerMinDeltas,csDiffPerMinDeltas,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,goldPerMinDeltas,lane,role,xpDiffPerMinDeltas,xpPerMinDeltas,gameId
7,4,16,0,8438,5653,8508,7,0,false,false,true,false,false,false,11739,10900,1054,3146,3151,3135,3020,0,3363,0,4,459,129498,14429,6496,8,0,1,16570,1400,12325,155765,16973,20572,3790,218,9695,1144,1750,55,DIAMOND,4,14,true,200,7.699999999999999 7.2,2.1000000000000005 0.04999999999999982,37.650000000000006 53.499999999999886,451.29999999999995 1033,318.29999999999995 327.79999999999995,TOP,DUO,30.849999999999994 -118.25000000000003,492.8 456.5,1508018813
8,9,15,0,3188,1139,17040,8,0,false,false,false,true,false,false,11645,10983,1412,3078,3047,1036,3026,2055,3364,2,7,447,5358,506,7172,101,9,77,82916,9437,17536,104826,13821,25823,8353,24,16551,3877,1114,164,MASTER,11,4,true,200,0.8 0.9,-0.3999999999999999 -0.5,-56.79999999999998 61.400000000000034,589.8 1070.8,266.6 380.3,JUNGLE,NONE,-92.19999999999997 -73.1,336.3 525.4,1508018813
9,16,15,0,4360,2780,11080,5,0,false,false,true,false,false,false,9673,7625,3190,3158,3092,2055,3801,3114,3364,0,3,463,23610,8673,3866,0,0,0,4673,1711,12693,29463,11148,17429,2975,21,1179,764,869,432,CHALLENGER,4,14,true,200,0.2 1,,,435.70000000000005 648.8,192.2 274.79999999999995,BOTTOM,DUO_SUPPORT,,290.4 452.1,1508018813
10,8,17,0,31375,3213,10122,2,0,false,false,true,false,false,false,14829,12925,3153,2031,3124,3006,3085,1038,3363,2,9,566,19865,4808,3057,35,11,15,189934,22064,10454,213519,27492,13770,3333,237,3719,620,257,110,UNRANKED,7,4,true,200,7.8 9.8,,,278.8 320.7,340.3 453.4,BOTTOM,DUO_CARRY,,367.3 587.4000000000001,1510868953
1,15,17,0,17717,1577,8429,8,3,false,false,true,false,false,false,15960,14950,3031,3153,3086,1419,3085,3006,3363,5,18,775,2539,243,9296,96,16,63,133853,32722,12300,154159,40200,24296,4878,32,17767,7233,2700,29,UNRANKED,4,11,true,100,1.1 1 1.1,0 -2.2 -1.8,-151.20000000000002 -10.900000000000034 -415.79999999999995,432.1 852.0999999999999 891.2,405.8 607.9000000000001 458.7,JUNGLE,NONE,34.999999999999986 -71.5 34.79999999999998,408.09999999999997 568.5 628.9,1510868953
2,4,17,0,11604,7063,20984,9,0,false,false,false,true,false,false,13949,13408,2421,3053,3077,3078,3508,3111,3340,1,8,428,24089,3253,12318,36,8,9,144808,12589,13532,172427,19372,29998,4220,197,3529,3529,4147,24,DIAMOND,12,4,true,100,6.1 7.800000000000001 5.6,-0.5000000000000009 -0.2999999999999994 -5.699999999999999,-25.5 -124.40000000000009 -607.7,544.1 1008.3 987.2,365.3 478.1 437,TOP,SOLO,69.9 -90.4 -102.89999999999998,424.4 578.6 589,1510868953
3,10,17,0,3515,2492,14256,7,1,false,false,true,false,false,false,15474,14575,3165,3157,3020,3285,1058,1058,3340,4,12,455,178211,25125,12424,28,16,12,12017,1402,8703,195487,26821,22575,2384,212,5259,293,1447,127,DIAMOND,4,12,true,100,7.7 6.6000000000000005 6.300000000000001,1.8000000000000003 4.440892098500626e-16 -0.8000000000000003,130.39999999999998 -228.39999999999992 211.60000000000002,462.29999999999995 643.4000000000001 942.6,363 453.5 548.4,MIDDLE,SOLO,71.4 52.49999999999997 28.100000000000023,481.4 513.7 630.3,1510868953
4,22,14,0,4393,1390,14253,8,0,false,true,false,false,true,false,11740,10775,3157,2065,0,3098,3050,3117,3364,1,6,674,29150,16704,10141,0,0,0,1870,799,7742,33651,18550,19674,2571,13,2631,1047,1790,9,CHALLENGER,4,14,true,100,0.3 0.6000000000000001 0.4,0.7 -1.2 -0.9500000000000001,-179.99999999999997 -121.75 -131.95000000000005,202.39999999999998 616.8 994.5,306.1 454.2 318.2,BOTTOM,DUO_SUPPORT,30.000000000000014 32.25 -215.10000000000002,251.5 429.2 432.1,1510868953
5,15,15,0,20096,3568,9591,8,0,false,false,true,false,false,true,13273,12375,3095,3006,3094,2421,1031,3124,3363,3,8,449,18004,4416,6124,24,0,9,84209,11876,11740,102897,16405,19592,4036,132,684,112,1727,145,DIAMOND,7,4,true,100,6.7 4.3 2.2,0.7 -1.2 -0.9500000000000001,-179.99999999999997 -121.75 -131.95000000000005,270.2 565.9000000000001 896.2,378.29999999999995 455.9 403.5,BOTTOM,DUO_CARRY,30.000000000000014 32.25 -215.10000000000002,313.2 480.29999999999995 420.2,1510868953
6,7,16,0,4361,809,16225,14,0,false,false,false,false,false,false,11625,9750,2421,3047,3142,3077,3067,3147,3363,1,8,260,22853,1923,15001,12,0,5,92916,17611,14777,117111,20818,31683,5667,160,1341,1284,1903,107,DIAMOND,4,14,false,200,5.4 7 3.6,-0.7 1.2 0.9500000000000001,179.99999999999997 121.75 131.95000000000005,554.9 846.8 1291.2,278.3 366 408.6,BOTTOM,DUO_CARRY,-30.000000000000014 -32.25 215.10000000000002,250.4 504.4 612.6,1510868953
7,18,15,0,2799,0,15453,8,0,false,false,false,false,false,false,9092,8875,3107,3096,3190,3504,3158,2055,3364,0,1,450,12429,3896,6712,0,0,0,1965,715,11631,17323,5414,20013,4945,14,2928,802,1669,427,PLATINUM,4,7,false,200,0.2 0.30000000000000004 0.8999999999999999,-0.7 1.2 0.9500000000000001,179.99999999999997 121.75 131.95000000000005,277.70000000000005 579.4000000000001 863.4,172.8 309.4 323.5,BOTTOM,DUO_SUPPORT,-30.000000000000014 -32.25 215.10000000000002,254.3 340.6 669.9,1510868953
8,2,18,0,6975,2238,33215,13,2,false,false,false,false,false,false,17175,16208,3026,3748,0,3047,3078,3053,3363,4,17,245,29786,6842,12656,20,8,9,182694,14294,22011,219112,24185,39215,8379,263,6631,3047,4547,39,UNRANKED,4,12,false,200,6.6000000000000005 8.1 11.3,0.5000000000000009 0.2999999999999994 5.699999999999999,25.5 124.40000000000009 607.7,569.6 1132.7 1594.9,254.7 722 578,TOP,SOLO,-69.9 90.4 102.89999999999998,354.5 669 691.9,1510868953
9,15,17,0,16187,403,24133,5,0,false,false,false,false,false,false,11630,10425,3157,1402,0,3111,3165,0,3364,0,3,511,137604,15457,11008,100,12,63,21540,1139,17511,169592,18338,30862,13730,72,10447,1741,2342,79,CHALLENGER,11,4,false,200,1.1 3.2 2.9000000000000004,0 2.2 1.8,151.20000000000002 10.900000000000034 415.79999999999995,583.3 863 1307,301.1 401.1 333.70000000000005,JUNGLE,NONE,-34.999999999999986 71.5 -34.79999999999998,373.1 640 594.1,1510868953
10,5,16,0,7933,1834,10131,12,1,false,false,false,false,false,false,13889,12025,3165,2033,3009,3102,3285,1026,3340,3,11,229,130610,20498,5714,0,0,0,8682,438,14225,168620,25874,21691,1439,199,29327,4937,1752,161,MASTER,4,1,false,200,5.9 6.6 7.1000000000000005,-1.8000000000000003 -4.440892098500626e-16 0.8000000000000003,-130.39999999999998 228.39999999999992 -211.60000000000002,331.9 871.8 731,322.2 427.1 532,MIDDLE,SOLO,-71.4 -52.49999999999997 -28.100000000000023,410 461.20000000000005 602.2,1510906941
1,5,16,0,12386,3005,19271,8,0,false,false,true,false,false,false,14346,13283,2033,3748,2421,3053,3078,3111,3340,1,7,523,24652,5033,6638,12,0,4,132146,8588,16856,166419,17565,28000,4874,225,9619,3943,4506,39,MASTER,4,14,true,100,7.5 9,,,494.40000000000003 614,258.9 616.5,MIDDLE,DUO_CARRY,,413.9 566.3,1510906941
2,13,17,0,21964,10205,12360,6,3,false,false,false,false,false,true,17433,14700,3095,3157,3115,3124,3108,3006,3363,3,14,408,47124,15143,5038,31,6,21,132659,19199,14917,188293,35837,21998,6271,212,8510,1494,2043,145,PLATINUM,4,7,true,100,7.5 9.7,,,351.5 710.6,280.6 671.5,BOTTOM,SOLO,,320.5 715.4,1510906941
3,9,16,0,24388,4473,19645,6,0,false,false,true,false,false,false,12683,11850,1412,3047,2055,3156,1011,3053,3364,2,8,404,15558,1724,7072,119,2,90,119665,14116,21684,148059,17608,30412,12584,25,12835,1767,1655,5,MASTER,11,4,true,100,0.3 1.5,-0.4 0.3000000000000001,-63.89999999999995 -243.7,632.5 1137.7,358.9 403.5,JUNGLE,NONE,-62.3 43.19999999999999,380 532,1510906941
4,21,15,0,602,452,31559,6,0,false,false,true,false,true,false,9247,9010,3401,3109,3117,2055,3105,3024,3364,0,2,365,18564,8040,3373,0,0,0,5372,951,20512,34762,10235,27055,9774,39,10825,1244,3169,12,MASTER,4,14,true,100,1.2999999999999998 2.0999999999999996,,,555.5 818.1,177.1 366.4,MIDDLE,DUO_SUPPORT,,280.7 505.9,1510906941
5,3,15,0,6021,536,20985,11,0,false,false,false,false,false,false,11067,10725,1053,3077,3047,3071,3812,1037,3340,0,5,274,0,0,5467,4,4,0,112970,14757,11818,118042,17270,23763,2672,191,5072,2512,6477,92,DIAMOND,4,12,true,100,8.1 6.1,2.3999999999999995 -1.1,-93.99999999999999 6.100000000000023,325 924.5,277.2 365.20000000000005,TOP,SOLO,13.599999999999994 -181.40000000000003,464.9 372.1,1510906941
6,14,16,0,10307,622,31643,9,0,false,true,false,false,false,false,12624,12100,3715,3053,3047,3742,3071,2055,3364,1,9,473,3487,48,10359,107,4,81,119791,14404,21830,145807,21428,34189,7235,54,22527,6976,1999,2,CHALLENGER,11,6,false,200,0.7 1.2,0.4 -0.3000000000000001,63.89999999999995 243.7,696.4 1381.4,377.20000000000005 428,JUNGLE,NONE,62.3 -43.19999999999999,442.3 488.8,1510906941
7,5,16,0,3952,3952,10695,5,2,false,false,false,false,false,false,14180,13975,3285,3135,3020,3165,1058,1058,3340,4,12,548,123940,17933,5150,12,0,12,14130,1375,16382,140156,21394,23068,4664,192,2085,2085,1535,7,MASTER,4,14,false,200,6.8 7.699999999999999,,,359.3 555.5,361.6 548.3,MIDDLE,SOLO,,446.4 579.8,1510906941
8,13,14,0,533,279,23471,7,0,false,false,false,false,false,false,8575,8125,3050,3401,2055,3117,3110,0,3364,2,6,627,143,143,5592,0,0,0,26985,5289,12311,38732,6942,20132,4816,53,11603,1509,2227,555,MASTER,4,14,false,200,2 1.4000000000000001,,,325 761,239.3 269.9,BOTTOM,DUO_SUPPORT,,357.1 314.4,1510906941
9,9,16,0,2660,221,13413,7,1,false,false,false,false,false,false,12502,12199,3144,3042,3025,3026,3158,1055,3340,1,6,380,30693,6531,5150,11,0,1,121559,15729,9387,156967,23287,16754,2215,217,4714,1026,2216,81,UNRANKED,7,4,false,200,6.5 6.800000000000001,,,210.7 529.4,333.20000000000005 295.7,BOTTOM,DUO_CARRY,,324.6 409,1510906941
10,12,16,0,1084,1084,28254,8,0,false,false,false,false,false,false,11762,11333,1054,3078,3074,3047,3052,1037,3340,1,4,506,951,951,4962,4,0,4,115506,13756,21825,131598,20561,29770,2576,206,15139,5853,2982,164,DIAMOND,4,12,false,200,5.7 7.199999999999999,-2.3999999999999995 1.1,93.99999999999999 -6.100000000000023,419 918.4,286.2 407.1,TOP,SOLO,-13.599999999999994 181.40000000000003,451.29999999999995 553.5,1510948565
1,7,13,0,0,0,9045,9,0,false,false,false,false,false,false,7205,6425,2031,1001,3155,3134,1036,3142,3340,1,3,304,5321,1899,5162,0,0,0,66330,12880,8280,72756,15880,16031,4,131,1104,1100,2588,126,UNRANKED,4,14,false,100,6 6,0.09999999999999964 -1,-196.10000000000002 -331,444.1 924.6,256.8 357.6,MIDDLE,SOLO,-19.60000000000005 -79.60000000000002,423.29999999999995 519.2,1510948565
2,2,13,0,0,0,10527,7,0,false,false,false,false,false,false,7073,6533,2033,3077,3047,3078,0,0,3340,0,2,290,11261,1384,3502,4,0,4,60318,3244,10509,72117,5166,17348,147,151,537,537,3335,24,UNRANKED,4,12,false,100,6.9 6.5,-1 -3.8,36.19999999999999 146.50000000000003,537.7 952.3,240.5 311.29999999999995,TOP,SOLO,-119.10000000000002 -237.90000000000003,388 469.5,1510948565
3,11,12,0,73,0,6712,5,0,false,false,false,false,false,false,5370,5275,2065,3158,3069,2055,2031,0,3364,0,0,575,11289,2315,1286,0,0,0,2679,1061,10438,14532,3929,12899,2218,11,563,552,1174,26,MASTER,14,4,false,100,0.5 0.6,-0.8499999999999996 0.19999999999999996,-15.250000000000028 132.9,291.3 794,174.4 246,BOTTOM,DUO_SUPPORT,-44.999999999999986 50.55000000000004,295.8 522.4,1510948565
4,7,12,0,1962,0,14501,8,0,false,false,false,false,false,false,7344,6875,1402,3020,2031,3165,0,0,3340,0,3,314,71210,10266,7262,89,0,80,16961,1019,13439,96318,12831,22912,6179,15,8146,1544,2210,32,UNRANKED,4,11,false,100,0 1.5,-1.6 -0.9000000000000001,32.29999999999998 -80.70000000000005,752.5 1121.8,287.79999999999995 301.4,JUNGLE,NONE,-210.00000000000003 -119.5,335.9 521.1,1510948565
5,2,14,0,0,0,8309,7,1,false,false,false,false,false,false,12030,10250,3153,3042,3025,1055,3155,2422,3363,3,10,306,8914,4572,2630,4,0,4,74040,15065,9480,89505,20519,13417,1136,168,6549,881,1306,81,CHALLENGER,4,7,false,100,6.6 8.7,-0.8499999999999996 0.19999999999999996,-15.250000000000028 132.9,328.1 749.5,288.6 687.8,BOTTOM,DUO_CARRY,-44.999999999999986 50.55000000000004,306.1 599.7,1510948565
6,3,16,0,12766,12766,12144,0,0,false,true,false,true,false,true,12908,11608,3078,1038,3074,3047,3133,0,3363,1,8,0,650,409,2342,8,4,0,135535,8963,13674,147554,13000,16845,5591,215,11368,3627,828,114,DIAMOND,4,12,true,200,7.9 10.3,1 3.8,-36.19999999999999 -146.50000000000003,501.5 805.8,329.1 653.6,TOP,SOLO,119.10000000000002 237.90000000000003,507.1 707.4000000000001,1510948565
7,10,12,0,1198,268,11286,4,0,false,false,false,false,false,false,7186,6125,3190,3069,2031,1031,3117,1028,3364,0,1,539,8873,4171,4670,0,0,0,3818,1285,7030,13439,5981,12694,156,16,747,524,992,412,MASTER,14,4,true,200,0.1 1.2,0.8499999999999996 -0.19999999999999996,15.250000000000028 -132.9,340.5 661.7,191.9 333.7,BOTTOM,DUO_SUPPORT,44.999999999999986 -50.55000000000004,285.4 392.4,1510948565
8,6,14,0,3624,2791,4309,4,2,false,false,false,false,false,false,11851,11575,3031,3095,3006,3094,1051,1042,3363,3,7,718,1408,331,4083,19,4,9,110396,13862,7004,117370,14249,11714,2605,170,5565,55,626,498,MASTER,7,4,true,200,8.7 7.699999999999999,0.8499999999999996 -0.19999999999999996,15.250000000000028 -132.9,309.4 616,366.70000000000005 548.5,BOTTOM,DUO_CARRY,44.999999999999986 -50.55000000000004,406.5 628.5999999999999,1510948565
9,4,15,0,44105,2273,13794,4,3,false,false,false,false,true,false,12897,12775,1419,3124,3047,3067,3022,3044,3364,1,13,931,4208,323,6106,108,9,60,131862,13602,16592,163265,19407,23877,7221,59,27194,5481,1178,11,CHALLENGER,11,3,true,200,1.6 2.4000000000000004,1.6 0.9000000000000001,-32.29999999999998 80.70000000000005,720.2 1202.5,439.09999999999997 624,JUNGLE,NONE,210.00000000000003 119.5,545.9000000000001 640.6,1510948565
10,8,15,0,2049,2049,8363,6,0,false,false,false,false,false,false,10946,8885,3146,2031,3020,3165,1052,2055,3340,2,7,310,63275,11990,5088,0,0,0,15860,2668,15048,91193,15586,21127,7425,146,12057,927,990,84,MASTER,4,14,true,200,5.9 7,-0.09999999999999964 1,196.10000000000002 331,640.2 1255.6,327.3 489.79999999999995,MIDDLE,SOLO,19.60000000000005 79.60000000000002,442.90000000000003 598.8,1510975202
1,7,15,0,15233,12788,6287,3,3,false,false,false,true,false,true,14280,11875,2055,3142,3026,3111,1037,3147,3364,2,13,514,19636,3960,7094,8,4,4,129703,16832,4461,150705,21507,12372,2891,212,1365,715,816,126,MASTER,14,4,true,100,7 11.3,-1.7000000000000002 3.500000000000001,-27.399999999999977 -109.19999999999999,348.6 546.1,345.4 659.1,MIDDLE,SOLO,-37.70000000000002 277.4,457.1 714.5,1510975202
2,14,14,0,26917,462,13459,2,0,false,false,true,false,false,false,11170,9675,3157,1402,3916,3020,1026,2055,3364,1,8,1230,112111,17302,8013,108,12,74,22470,1619,12713,148106,19685,21200,11165,29,13524,764,473,79,CHALLENGER,11,4,true,100,0.2 1.5,-0.2 -0.7,1.3999999999999773 -106.39999999999998,744.7 864.4000000000001,267.7 524,JUNGLE,NONE,-110.79999999999998 163.60000000000002,358.1 654.8,1510975202
3,4,15,0,1778,1778,14685,4,1,false,false,false,false,false,false,10134,8500,2033,3001,3198,3057,2055,3111,3340,2,5,496,88813,14922,7287,4,0,0,10273,468,5927,107277,15677,13839,2437,186,8190,286,624,112,MASTER,12,4,true,100,6.8 7.4,0.39999999999999947 0.5000000000000004,153.39999999999998 -192.19999999999996,450.4 533.2,299 383.20000000000005,TOP,SOLO,-12.400000000000006 26.299999999999983,431.5 518.9,1510975202
4,4,13,0,8687,7532,4050,3,1,false,false,false,false,false,false,10145,7350,3094,0,3006,0,3095,1055,3363,1,3,592,1572,161,2672,11,0,9,119468,8365,4201,124749,8876,7107,551,214,3708,350,233,498,DIAMOND,4,7,true,100,8.5 9.6,0.19999999999999996 1.1000000000000005,-32.800000000000026 -336.45,188.8 306.8,266.3 437.6,BOTTOM,DUO_CARRY,-18.15000000000002 82.44999999999999,290.8 493.7,1510975202
5,15,12,0,1633,823,11620,1,0,false,false,true,false,false,false,7798,6325,3050,3069,2055,1028,3111,1033,3364,1,2,581,7515,4287,3574,0,0,0,5396,1027,3647,13126,5529,7338,2512,12,214,214,116,497,UNRANKED,14,4,true,100,0 1,0.19999999999999996 1.1000000000000005,-32.800000000000026 -336.45,168.3 332.70000000000005,151.3 336.6,BOTTOM,DUO_SUPPORT,-18.15000000000002 82.44999999999999,281.9 351.4,1510975202
6,4,12,0,0,0,3505,2,0,false,false,false,false,false,false,7707,7150,3006,3044,3153,3067,1054,0,3363,0,2,616,5367,1362,6649,0,0,0,63312,8328,5516,72607,9867,12650,1497,164,3928,176,484,236,UNRANKED,4,7,false,200,6.9 7.3,-0.19999999999999996 -1.1000000000000005,32.800000000000026 336.45,257.7 562.4,288.79999999999995 338.7,BOTTOM,DUO_CARRY,18.15000000000002 -82.44999999999999,329.7 473.9,1510975202
7,4,13,0,1923,0,8666,6,0,false,false,false,false,false,false,6961,6900,1056,3040,3916,3020,0,0,3340,0,0,741,84818,8013,10166,3,0,1,6912,537,6261,91731,8551,16827,2867,145,0,0,400,13,CHALLENGER,12,4,false,200,6.4 6.9,-0.39999999999999947 -0.5000000000000004,-153.39999999999998 192.19999999999996,297 725.4,242.9 334.9,TOP,SOLO,12.400000000000006 -26.299999999999983,443.9 492.6,1510975202
8,1,13,0,321,0,9723,6,0,false,false,false,false,false,false,8710,8358,3077,3047,2033,3078,3052,1028,3340,0,4,369,17198,2027,8698,8,0,0,76960,3793,7869,98375,7023,17179,1956,177,4215,1202,612,39,MASTER,4,14,false,200,8.7 7.8,1.7000000000000002 -3.500000000000001,27.399999999999977 109.19999999999999,376 655.3,341.20000000000005 410.9,MIDDLE,SOLO,37.70000000000002 -277.4,494.8 437.1,1510975202
9,2,14,0,5660,0,7279,10,0,false,true,false,false,false,false,9250,8935,3040,1039,1026,3020,3027,1052,3340,1,5,179,121323,13703,10099,114,12,84,3481,430,13688,134366,14602,24481,8645,45,9560,468,693,30,UNRANKED,4,11,false,200,0.4 2.2,0.2 0.7,-1.3999999999999773 106.39999999999998,743.3 970.8,382.5 287.29999999999995,JUNGLE,NONE,110.79999999999998 -163.60000000000002,468.9 491.2,1510975202
10,1,9,0,0,0,11380,7,0,false,false,false,false,false,false,4992,4725,3401,3105,2055,3117,1033,0,3364,0,2,605,2681,1781,6618,0,0,0,3070,702,6357,15096,2900,13115,735,27,9345,416,140,89,CHALLENGER,4,14,false,200,1.2 1.1,-0.19999999999999996 -1.1000000000000005,32.800000000000026 336.45,165 750,182.2 210.7,BOTTOM,DUO_SUPPORT,18.15000000000002 -82.44999999999999,279.29999999999995 206.3,1552478427
1,9,15,0,982,982,12691,9,0,false,true,false,false,false,false,10850,10425,3157,3916,3098,3020,2055,3285,3363,1,6,397,73051,23109,12587,4,0,4,7099,752,8504,81775,25487,22258,499,58,1624,1624,1166,518,MASTER,14,4,false,100,0.7 3.3 1.8,0.3999999999999997 -0.1499999999999999 1.8499999999999999,-26.950000000000003 79.75000000000003 55.799999999999955,318.6 570.1 1188.1,206.6 381.1 405.29999999999995,BOTTOM,DUO_SUPPORT,-24.75000000000003 -88.64999999999998 -158.54999999999995,274.29999999999995 518.1 547.8,1552478427
2,7,16,0,21187,0,31812,10,0,false,false,false,false,false,false,11982,11608,3077,3078,1412,3047,3052,1037,3364,2,7,368,4475,1060,7766,103,12,54,110164,10172,23421,145341,17522,32976,7637,31,30701,6289,1787,164,CHALLENGER,11,4,false,100,0.8 1.7000000000000002 0.6,,,607.7 1055.8 1391.4,331.2 476.29999999999995 321,JUNGLE,NONE,,383.5 557.8 519.2,1552478427
3,5,16,0,2100,1676,24633,9,0,false,false,false,false,false,false,13849,13083,3142,3078,0,3053,3123,3047,3340,0,5,382,14331,6978,10493,4,0,4,192474,17027,23187,221373,31180,36654,8004,213,14566,7173,2974,41,DIAMOND,12,4,false,100,5.9 6.8999999999999995 8.3,,,504.40000000000003 1050.9 1559.1,283.6 411.8 586.2,JUNGLE,NONE,,436.3 446.9 607.8,1552478427
4,4,14,0,1244,1033,11096,9,1,false,false,false,false,false,false,12171,11800,3085,3095,3006,3124,1038,0,3363,1,7,507,15973,4578,10704,8,0,8,110112,12926,11757,127517,18306,23760,3651,213,1431,801,1298,145,MASTER,7,4,false,100,8.5 6.300000000000001 6.5,0.3999999999999997 -0.1499999999999999 1.8499999999999999,-26.950000000000003 79.75000000000003 55.799999999999955,298.2 758.7 1113.7,291.1 423.1 440.6,BOTTOM,DUO_CARRY,-24.75000000000003 -88.64999999999998 -158.54999999999995,342.4 416.5 524.4,1552478427
5,3,15,0,4859,3237,15302,11,0,false,false,false,false,false,false,12184,11325,3153,3094,3071,3047,1055,1036,3363,1,5,310,9106,2813,13099,4,0,4,136154,24252,18179,156878,29474,34327,2791,199,11618,2408,3048,236,MASTER,14,4,false,100,7.6 6.6 5.6,,,365.7 1089.1 1467.6,322.1 425.3 359.7,MIDDLE,SOLO,,443.5 467.4 481.6,1552478427
6,6,17,0,10571,3840,37326,6,2,false,false,false,false,false,false,14466,13575,3508,3071,3812,3047,1038,1055,3340,3,11,407,0,0,6318,4,0,0,138570,17570,19023,155245,19701,32177,8244,193,16675,2130,6836,92,DIAMOND,4,12,true,200,6.4 6.9 5.300000000000001,,,613.5 996.9 1247.3000000000002,324.1 492.20000000000005 500.79999999999995,TOP,DUO,,499.1 575.5 630.5,1552478427
7,9,18,0,42013,7420,10626,7,3,false,false,true,false,false,false,15750,14100,1414,3089,3020,0,3027,3165,3363,3,11,536,237551,36172,10848,58,4,33,4598,380,13658,252302,37048,25522,6026,211,10152,495,1015,30,MASTER,4,11,true,200,7.800000000000001 8.600000000000001 3.8,-0.3999999999999997 0.1499999999999999 -1.8499999999999999,26.950000000000003 -79.75000000000003 -55.799999999999955,326.5 639.8 1350,342.8 508.2 558.9,BOTTOM,DUO_CARRY,24.75000000000003 88.64999999999998 158.54999999999995,377.9 664.3 817.2,1552478427
8,7,17,0,12007,5997,33012,5,1,false,false,false,true,false,true,16767,15933,3812,3053,2033,3078,3047,3026,3363,4,15,730,28652,10473,8374,4,0,4,140744,17113,25185,181394,33206,41077,14368,211,11998,5619,7517,39,MASTER,14,4,true,200,6.699999999999999 7.4 6.699999999999999,,,513.7 1649.1 1231.4,345.1 585.1 639.4000000000001,TOP,DUO,,490.79999999999995 592.0999999999999 668.4,1552478427
9,14,18,0,24869,2289,35931,4,0,false,false,false,false,false,false,14546,13280,3026,1400,3047,3071,3053,0,3364,2,9,543,7235,988,10979,147,39,75,175422,20669,28268,196384,22821,43871,25719,39,13727,1163,4622,266,MASTER,4,11,true,200,0.2 2.8 0.7999999999999999,,,605 1032.3 2243.3,278.1 512.1 543.8,JUNGLE,NONE,,298.5 827.5 789.4000000000001,1552478427
10,23,15,0,2347,991,9861,8,0,false,false,false,false,true,false,9926,8450,3092,3174,3504,2055,1082,3047,3364,0,2,408,13507,5986,7262,1,1,0,4961,704,11010,19514,7557,18663,11330,27,1045,867,391,267,MASTER,14,4,true,200,0.6000000000000001 1.2999999999999998 0.8,-0.3999999999999997 0.1499999999999999 -1.8499999999999999,26.950000000000003 -79.75000000000003 -55.799999999999955,344.2 529.5 840.2,181.1 285.5 409.3,BOTTOM,DUO_SUPPORT,24.75000000000003 88.64999999999998 158.54999999999995,288.3 447.6 572.0999999999999,1556377634
1,10,14,0,15069,4915,5814,5,0,false,false,false,true,false,false,12127,11008,1055,3146,3078,3020,3042,0,3363,1,6,327,21961,7959,2086,15,3,8,99679,12664,11529,131104,20732,14194,1621,167,9462,108,579,81,CHALLENGER,4,7,true,100,6.1 7.6,0.25 0.10000000000000009,-43.200000000000045 -89.80000000000001,414 730.1,351.9 517.6,BOTTOM,DUO_CARRY,-34.55 129.3,311.2 558.7,1556377634
2,15,14,0,7624,4689,15569,5,2,false,false,true,false,true,false,12551,9675,3142,2031,3401,2055,3147,3117,3364,2,9,264,382,382,4071,0,0,0,34444,9955,13455,49160,12195,18206,7801,47,14333,1858,679,555,CHALLENGER,14,4,true,100,1 2.2,0.25 0.10000000000000009,-43.200000000000045 -89.80000000000001,393.7 811.4,296 542,BOTTOM,DUO_SUPPORT,-34.55 129.3,293.1 456.9,1556377634
3,3,15,0,13324,4456,6862,2,0,false,false,false,false,false,false,9555,7675,3047,2031,3040,3165,2055,0,3340,0,1,585,106604,9153,2446,7,3,0,11439,878,5238,121558,10032,8752,1604,203,3514,0,1067,13,MASTER,4,12,true,100,7.6 8,-2.5999999999999996 -2.7,25.999999999999986 -488.5,327.6 397.1,246.3 382.70000000000005,TOP,SOLO,-51.19999999999999 -69.60000000000002,446.3 511,1556377634
4,12,16,0,25843,8786,10956,2,0,false,false,true,false,false,true,13339,10950,3142,2420,0,1412,3147,3047,3364,1,6,611,26979,2768,3814,129,11,87,121437,11267,12857,163085,14750,16815,6442,51,14668,715,144,126,CHALLENGER,11,4,true,100,0.7 3.2,-0.10000000000000003 1.6,87.69999999999999 -304.90000000000003,703.6 653.7,363.9 530.5,JUNGLE,NONE,7.100000000000023 110.19999999999999,428.70000000000005 610.5999999999999,1556377634
5,3,14,0,5380,2225,7886,5,0,false,false,true,false,false,false,10652,10075,3142,3044,3147,3155,1054,3117,3340,2,7,470,3997,208,4934,0,0,0,75460,8079,7785,84309,9184,13706,1114,168,4851,897,986,238,UNRANKED,4,14,true,100,6.7 6.9,1.0000000000000004 0.3999999999999999,160.1 -284,417 465.4,237.7 428.7,MIDDLE,SOLO,-14.599999999999994 49.49999999999997,408 472.9,1556377634
